Date,0981.HK,AAPL,AMD,ASML,AVGO,CGW,GLD,GOOGL,INTC,MSFT,NVDA,PICK,TLT,TSLA,TSM,USO,^TNX,^VIX
2012-02-02,4.449999809265137,13.624211311340332,6.929999828338623,42.3134880065918,2.4937663078308105,15.850321769714355,171.0500030517578,14.513694763183594,18.30745887756348,23.35192108154297,0.3546116650104522,28.969038009643555,80.21967315673828,2.016666889190674,9.487128257751465,297.0400085449219,1.825000047683716,17.979999542236328
2012-02-03,4.349999904632568,13.760714530944824,7.079999923706055,43.3801383972168,2.50302791595459,16.11042022705078,167.63999938964844,14.792009353637695,18.62791633605957,23.578035354614254,0.3621663749217987,29.292652130126957,78.49584197998047,2.076667070388794,9.582611083984377,300.7200012207031,1.9490000009536743,17.100000381469727
2012-02-06,4.099999904632568,13.889140129089355,6.920000076293945,42.799198150634766,2.4438908100128174,16.023717880249023,167.17999267578125,15.108521461486816,18.613983154296875,23.546844482421875,0.3594191372394562,29.21453666687012,79.27693176269531,2.119999885559082,9.5416898727417,298.6400146484375,1.901000022888184,17.760000228881836
2012-02-07,4.199999809265137,14.034627914428713,7.130000114440918,42.98015594482422,2.463840961456299,16.09465789794922,169.6999969482422,15.050973892211914,18.55824851989746,23.66379737854004,0.3603347837924957,29.147584915161133,78.29383087158203,2.1066670417785645,9.582611083984377,303.6000061035156,1.965999960899353,17.649999618530273
2012-02-08,4.400000095367432,14.26961612701416,7.25,43.13253021240234,2.485215663909912,16.09465789794922,168.5,15.127373695373535,18.70454406738281,23.90551376342773,0.3733839392662048,29.44887924194336,78.35445404052734,2.128667116165161,9.678095817565918,304.32000732421875,1.975000023841858,18.15999984741211
2012-02-09,4.400000095367432,14.763251304626465,7.239999771118164,43.2658576965332,2.50302791595459,16.055248260498047,168.02000427246094,15.167311668395996,18.71151161193848,23.991268157958984,0.3731549382209778,29.169906616210938,77.76859283447266,2.171999931335449,9.739479064941406,306.6400146484375,2.046999931335449,18.6299991607666
2012-02-10,4.400000095367432,14.77074146270752,7.050000190734863,43.09442901611328,2.457428216934204,15.842437744140623,167.13999938964844,15.029641151428224,18.600048065185547,23.7807559967041,0.3639976680278778,28.2325382232666,78.77861785888672,2.0733330249786377,9.439385414123535,304.1600036621094,1.968999981880188,20.790000915527344
2012-02-13,4.349999904632568,15.045552253723145,7.289999961853027,42.84682083129883,2.4802284240722656,15.976428985595703,167.50999450683594,15.185665130615234,18.600048065185547,23.843128204345703,0.3697209358215332,28.72354507446289,78.87966918945312,2.0993330478668213,9.62353229522705,309.5199890136719,1.9900000095367432,19.040000915527344
2012-02-14,4.300000190734863,15.25090217590332,7.320000171661377,43.4277572631836,2.4588537216186523,15.968544960021973,167.1199951171875,15.125141143798828,18.65577888488769,23.74110412597656,0.3717813193798065,27.6968994140625,79.29717254638672,2.211333036422729,9.671276092529297,310.7200012207031,1.924000024795532,19.540000915527344
2012-02-15,4.449999809265137,14.897966384887695,7.300000190734863,43.246803283691406,2.4923410415649414,15.889729499816896,168.11000061035156,15.020959854125977,18.516454696655277,23.584135055541992,0.3701788187026977,27.93124389648437,79.15573120117188,2.240000009536743,9.766762733459473,313.44000244140625,1.930999994277954,21.13999938964844
2012-02-16,4.400000095367432,15.033872604370115,7.590000152587891,44.427734375,2.555041551589966,16.14982795715332,168.0,15.044771194458008,18.690614700317383,24.557323455810547,0.3765888214111328,27.741539001464844,78.5227279663086,2.2786669731140137,9.909987449645996,314.239990234375,1.993000030517578,19.21999931335449
2012-02-17,4.400000095367432,15.031176567077637,7.420000076293945,44.437255859375,2.5108659267425537,16.236528396606445,167.35000610351562,14.998139381408691,19.066791534423828,24.52593421936035,0.3628531396389007,27.741539001464844,78.50255584716797,2.3313329219818115,9.971370697021484,318.0,2.009999990463257,17.780000686645508
2012-02-21,4.300000190734863,15.412259101867676,7.28000020980835,43.99916458129883,2.5272538661956787,16.189239501953125,171.02000427246094,15.230314254760742,18.92049598693848,24.6750545501709,0.3646845519542694,28.210224151611328,77.63388061523438,2.299999952316284,9.807684898376465,324.6400146484375,2.0450000762939453,18.190000534057617
2012-02-22,4.349999904632568,15.358071327209473,7.139999866485596,43.77061080932617,2.557891130447388,16.16559600830078,172.94000244140625,15.079996109008787,18.620946884155277,24.54163360595703,0.3621663749217987,28.2325382232666,78.61030578613281,2.281332969665528,9.875887870788574,324.7200012207031,2.005000114440918,18.190000534057617
2012-02-23,4.300000190734863,15.458353996276855,7.289999961853027,44.04679107666016,2.649803876876831,16.252296447753906,173.02000427246094,15.034605026245115,18.572189331054688,24.62011337280273,0.3642265200614929,28.366455078125,78.61030578613281,2.302000045776367,9.643996238708496,330.9599914550781,1.9839999675750728,16.799999237060547
2012-02-24,4.300000190734863,15.638559341430664,7.460000038146973,44.10394287109375,2.5878167152404785,16.291702270507812,172.22999572753906,15.12861442565918,18.600048065185547,24.70644760131836,0.3614795207977295,28.667743682861328,79.1220932006836,2.25,9.800862312316896,336.0799865722656,1.9769999980926516,17.309999465942383
2012-02-27,4.199999809265137,15.738853454589844,7.46999979019165,43.87535858154297,2.634843111038208,16.27593994140625,171.6999969482422,15.113978385925291,18.732406616210938,24.604421615600582,0.3541538715362549,28.31065559387207,79.82240295410156,2.2413330078125,9.814508438110352,329.44000244140625,1.9220000505447388,18.190000534057617
2012-02-28,4.199999809265137,16.02772331237793,7.519999980926514,45.45629501342773,2.636979818344116,16.315345764160156,173.49000549316406,15.339210510253906,18.97623443603516,25.01253318786621,0.350948691368103,28.56731414794922,79.55974578857422,2.253999948501587,10.019116401672363,326.32000732421875,1.9290000200271609,17.959999084472656
2012-02-29,4.099999904632568,16.238168716430664,7.349999904632568,43.3801383972168,2.679729461669922,16.22076988220215,164.2899932861328,15.335736274719238,18.725439071655277,24.910499572753903,0.3468279838562011,28.511518478393555,79.07493591308594,2.227333068847656,9.903168678283691,327.3599853515625,1.9769999980926516,18.43000030517578
2012-03-01,4.150000095367432,16.29894256591797,7.510000228881836,43.2277717590332,2.6590676307678223,16.417808532714844,166.61000061035156,15.438678741455078,18.71151161193848,25.34215545654297,0.349117249250412,28.455717086791992,78.33052825927734,2.2939999103546143,9.985014915466309,334.0,2.0369999408721924,17.260000228881836
2012-03-02,4.050000190734863,16.320201873779297,7.460000038146973,43.04681396484375,2.607767105102539,16.3389892578125,166.33999633789062,15.410150527954102,18.75331115722656,25.177343368530277,0.352093368768692,28.31065559387207,79.066162109375,2.2693328857421875,9.950908660888672,326.1600036621094,1.9859999418258667,17.290000915527344
2012-03-05,4.150000095367432,15.960373878479004,7.070000171661377,42.89443588256836,2.525829076766968,16.331111907958984,165.64999389648438,15.236516952514648,18.48859024047852,24.95759391784668,0.3401890695095062,27.518360137939453,78.4384536743164,2.251332998275757,9.77358341217041,327.760009765625,2.005000114440918,18.049999237060547
2012-03-06,4.099999904632568,15.873562812805176,6.900000095367432,42.60873031616211,2.5158536434173584,15.858200073242188,162.6999969482422,15.006077766418455,18.537351608276367,24.769229888916016,0.3369840681552887,26.15694046020508,79.39014434814453,2.2073330879211426,9.657633781433104,321.0400085449219,1.944000005722046,20.8700008392334
